index,loss_total,loss_ssim,loss_gradient,loss_contest,FMI,Qabf,SSIM,SSIR,PSNR
0,0.9733384251594543,0.0761643648147583,0.7087095379829407,0.036135777831077576,0.28685350215668415,0.3936313986778259,0.997085303068161,0.8143250644207001,15.764389991760254
1,0.9733384251594543,0.0761643648147583,0.7087095379829407,0.036135777831077576,0.27370878750475863,0.423939049243927,0.996476948261261,0.8055914640426636,15.049635887145996
2,0.9733384251594543,0.0761643648147583,0.7087095379829407,0.036135777831077576,0.2809227195539225,0.39691492915153503,0.9965072274208069,0.8094110190868378,15.176782131195068
3,0.9733384251594543,0.0761643648147583,0.7087095379829407,0.036135777831077576,0.27632296108866466,0.38967370986938477,0.9966789484024048,0.8241794109344482,15.420001029968262
4,0.9733384251594543,0.0761643648147583,0.7087095379829407,0.036135777831077576,0.27171865062867484,0.3772026300430298,0.9965864717960358,0.8305357694625854,15.294096946716309
5,0.9733384251594543,0.0761643648147583,0.7087095379829407,0.036135777831077576,0.2955706353427367,0.3662813901901245,0.9968920350074768,0.8299830257892609,15.598894119262695
6,1.031904935836792,0.0885208249092102,0.711552083492279,0.05479037016630173,0.3058707519373458,0.34683361649513245,0.9968790411949158,0.829416811466217,15.633317947387695
7,1.031904935836792,0.0885208249092102,0.711552083492279,0.05479037016630173,0.26502720046208983,0.35883769392967224,0.9949919581413269,0.8574328422546387,14.822922706604004
8,1.031904935836792,0.0885208249092102,0.711552083492279,0.05479037016630173,0.2513114432667737,0.3697166442871094,0.9928544759750366,0.7084175646305084,12.840795993804932
9,1.031904935836792,0.0885208249092102,0.711552083492279,0.05479037016630173,0.25619535445319186,0.4100990295410156,0.9955880641937256,0.7991675734519958,14.154457092285156
10,1.031904935836792,0.0885208249092102,0.711552083492279,0.05479037016630173,0.27151680257594873,0.3847508430480957,0.9962635040283203,0.8066901564598083,14.761354446411133
11,1.031904935836792,0.0885208249092102,0.711552083492279,0.05479037016630173,0.27192779497411756,0.3659297227859497,0.9964616298675537,0.8212510645389557,15.451311588287354
12,1.0417646169662476,0.09824180603027344,0.6998279690742493,0.04721127822995186,0.3063205698834137,0.3409830927848816,0.9965828359127045,0.8410933613777161,15.5473051071167
13,1.0417646169662476,0.09824180603027344,0.6998279690742493,0.04721127822995186,0.2583990805063172,0.43788063526153564,0.9960477650165558,0.826184093952179,14.652339935302734
14,1.0417646169662476,0.09824180603027344,0.6998279690742493,0.04721127822995186,0.2686239141959301,0.37866538763046265,0.9953827857971191,0.821819931268692,14.359062194824219
15,1.0417646169662476,0.09824180603027344,0.6998279690742493,0.04721127822995186,0.2527965595149979,0.42936626076698303,0.9958084523677826,0.7762816846370697,14.546379089355469
16,1.0417646169662476,0.09824180603027344,0.6998279690742493,0.04721127822995186,0.2500066417211887,0.4419189989566803,0.9958907067775726,0.7784169018268585,14.515153884887695
17,1.0417646169662476,0.09824180603027344,0.6998279690742493,0.04721127822995186,0.2577226873925324,0.406147837638855,0.9957579970359802,0.8512443900108337,14.586025714874268
18,1.0635124444961548,0.09784990549087524,0.7276507616043091,0.04231206327676773,0.26793719989167203,0.3877503275871277,0.9955078959465027,0.8044699728488922,14.542249202728271
19,1.0635124444961548,0.09784990549087524,0.7276507616043091,0.04231206327676773,0.27483238008154454,0.37706977128982544,0.9960515201091766,0.8129385411739349,14.932233333587646
20,1.0635124444961548,0.09784990549087524,0.7276507616043091,0.04231206327676773,0.2689325825411969,0.3847089409828186,0.9961738884449005,0.8111276626586914,14.981627464294434
21,1.0635124444961548,0.09784990549087524,0.7276507616043091,0.04231206327676773,0.27054743259195435,0.36904603242874146,0.9960569739341736,0.8128128349781036,14.803876399993896
22,1.0635124444961548,0.09784990549087524,0.7276507616043091,0.04231206327676773,0.27223920574758287,0.36572086811065674,0.995907187461853,0.8077003061771393,14.7568941116333
23,1.0635124444961548,0.09784990549087524,0.7276507616043091,0.04231206327676773,0.2795073410779713,0.3522278070449829,0.9959563910961151,0.8103381991386414,14.793920993804932
